[2.124115228652954102e-01,6.358644366264343262e-02,5.116621255874633789e-01,9.390909075736999512e-01,2.599580585956573486e-02,-1.605030059814453125e+00,-1.780204921960830688e-01,3.359257876873016357e-01],
[-6.393387913703918457e-02,-3.973170518875122070e+00,2.834061384201049805e-01,2.933826744556427002e-01,5.073633193969726562e-01,-9.719698876142501831e-02,-2.594671677798032761e-04,-4.287989139556884766e-01],
[1.609409928321838379e+00,-2.163929194211959839e-01,-1.470568180084228516e+00,-6.096524372696876526e-02,1.580373942852020264e-01,-2.990483045578002930e-01,1.643758714199066162e-01,-1.839705556631088257e-02],
[2.560540437698364258e-01,-2.143165111541748047e+00,-6.376848220825195312e-01,3.743814826011657715e-01,-3.478904664516448975e-01,8.893579244613647461e-02,-1.257114410400390625e-01,6.903534531593322754e-01],
[-8.247684836387634277e-01,1.291503161191940308e-01,-4.789904952049255371e-01,-7.963609695434570312e-01,-1.740939468145370483e-01,3.473564982414245605e-02,-7.256331294775009155e-02,4.897665381431579590e-01],
[-5.121727585792541504e-01,1.402536779642105103e-01,-1.533882260322570801e+00,7.537496685981750488e-01,1.085188612341880798e-01,-2.320432513952255249e-01,-7.683135271072387695e-01,1.951646506786346436e-01],
[4.143481254577636719e-01,-1.339561790227890015e-01,-8.860620260238647461e-01,-4.786080494523048401e-02,-1.400749325752258301e+00,-4.160210490226745605e-01,1.118240833282470703e+00,-1.199768036603927612e-01],
[-2.462578862905502319e-01,2.237126231193542480e-02,1.606579542160034180e+00,-9.902901053428649902e-01,2.904835045337677002e-01,-6.693509817123413086e-01,1.584146916866302490e-02,-3.967317938804626465e-01],
[-5.849824547767639160e-01,7.676216959953308105e-02,3.984672427177429199e-01,-6.564815640449523926e-01,9.782524108886718750e-01,-5.078355073928833008e-01,-2.027246952056884766e+00,-2.608570456504821777e-01],
[4.550248384475708008e-01,9.014248847961425781e-02,-2.245425283908843994e-01,4.945780634880065918e-01,4.648283123970031738e-01,-1.300371158868074417e-02,2.116968333721160889e-01,-3.093119382858276367e+00],
[1.237657427787780762e+00,-9.285458177328109741e-02,-3.194934129714965820e-01,2.875330448150634766e-01,-1.482740998268127441e+00,5.606272220611572266e-01,-5.993120670318603516e-01,-1.932167112827301025e-01],
[-6.575374603271484375e-01,-9.413661807775497437e-02,2.345816791057586670e-01,3.724689185619354248e-01,-8.062739968299865723e-01,-3.134134411811828613e-01,1.541014611721038818e-01,-3.048132181167602539e+00],
[-8.158732652664184570e-01,1.000527963042259216e-01,1.779740005731582642e-01,2.854753099381923676e-02,1.027753233909606934e+00,-1.181977272033691406e+00,7.913504242897033691e-01,-2.895978093147277832e-01],
[-7.813251614570617676e-01,-3.438021242618560791e-02,1.017184972763061523e+00,9.505885839462280273e-01,7.265478372573852539e-01,2.168362289667129517e-01,-9.631915688514709473e-01,-9.684694558382034302e-02],
[-1.463765501976013184e-01,-2.275698930025100708e-01,-6.584248542785644531e-01,-7.911176681518554688e-01,-3.288847208023071289e-02,9.190791249275207520e-01,4.276873767375946045e-01,-3.897157907485961914e-01],
[-3.650186657905578613e-01,-2.088056504726409912e-02,-1.237314939498901367e+00,8.162256479263305664e-01,2.114447951316833496e-02,5.576573610305786133e-01,8.029189705848693848e-01,1.124747246503829956e-01]
