6.369343996047973633e-01,7.842895388603210449e-01,-4.762792587280273438e-01,-5.609499216079711914e-01,-7.953174710273742676e-01,-8.945702910423278809e-01,2.186512947082519531e-01,5.759624838829040527e-01
4.632346928119659424e-01,7.715557217597961426e-01,-2.994678318500518799e-01,5.239188075065612793e-01,-1.048715472221374512e+00,2.921533286571502686e-01,-8.164407610893249512e-01,-6.698907017707824707e-01
4.690418243408203125e-01,-1.831755600869655609e-02,2.791034877300262451e-01,-4.002316892147064209e-01,6.813534498214721680e-01,9.099602699279785156e-01,-6.196717023849487305e-01,-5.289026498794555664e-01
6.199867129325866699e-01,2.928833365440368652e-01,-5.729506015777587891e-01,-7.329253554344177246e-01,6.467067599296569824e-01,-1.933703571557998657e-01,-6.576808542013168335e-02,3.284683525562286377e-01
-1.097888588905334473e+00,2.893337309360504150e-01,5.053864717483520508e-01,-6.192695721983909607e-02,-6.303471922874450684e-01,-4.377450644969940186e-01,6.349388957023620605e-01,1.093079686164855957e+00
-3.641759455204010010e-01,-3.511246740818023682e-01,-4.074737429618835449e-01,1.586521983146667480e+00,-9.218386411666870117e-01,4.367806315422058105e-01,-1.356678456068038940e-01,-9.868714809417724609e-01
-7.678964138031005859e-01,-1.998025774955749512e+00,9.573150873184204102e-01,1.310276985168457031e-01,9.145565629005432129e-01,4.203938543796539307e-01,-2.844108045101165771e-01,-1.135493665933609009e-01
-6.453427076339721680e-01,-7.931946963071823120e-02,-6.538886427879333496e-01,6.171648502349853516e-01,9.540320634841918945e-01,-1.246438503265380859e+00,-3.075608015060424805e-01,4.999290779232978821e-02
-1.826254427433013916e-01,9.173654317855834961e-01,4.304943680763244629e-01,-3.231523633003234863e-01,-4.488589763641357422e-01,-5.821902751922607422e-01,8.190110325813293457e-01,1.823243051767349243e-01
2.313812375068664551e-01,5.578025579452514648e-01,-4.974499940872192383e-01,9.923495054244995117e-01,-9.735036492347717285e-01,7.031022906303405762e-01,-1.391563862562179565e-01,1.785528659820556641e-01
9.282986074686050415e-02,-6.306585073471069336e-01,-8.611206710338592529e-02,-4.319811761379241943e-01,7.748491168022155762e-01,8.604880571365356445e-01,6.350004076957702637e-01,-8.860973715782165527e-01
5.511502623558044434e-01,-1.356872171163558960e-01,1.222663149237632751e-01,3.277920782566070557e-01,1.026454448699951172e+00,-8.928907513618469238e-01,-9.917587041854858398e-02,7.024392485618591309e-01
-4.743387103080749512e-01,5.427564978599548340e-01,-1.848711371421813965e-01,-8.533442020416259766e-01,-6.751269698143005371e-01,-2.663467824459075928e-01,9.288179874420166016e-01,5.508900284767150879e-01
3.394255936145782471e-01,-3.739833831787109375e-01,-1.699896752834320068e-01,1.029528379440307617e+00,-1.696946620941162109e+00,-1.911360770463943481e-02,-3.238230049610137939e-01,6.944162398576736450e-02
4.482920840382575989e-02,-3.761098980903625488e-01,1.023682832717895508e+00,-4.366472661495208740e-01,3.610413968563079834e-01,6.409574747085571289e-01,-1.337462663650512695e-01,-8.754148483276367188e-01
-2.615288197994232178e-01,7.558567821979522705e-02,1.976524144411087036e-01,2.183562815189361572e-01,8.710443973541259766e-01,-2.215555161237716675e-01,-7.734279632568359375e-01,7.662401199340820312e-01
3.812497556209564209e-01,7.395231723785400391e-01,-3.052905201911926270e-01,5.120189189910888672e-01,-3.508227467536926270e-01,-5.596975088119506836e-01,7.009701728820800781e-01,9.130467176437377930e-01
1.549577689729630947e-03,3.896224498748779297e-02,4.297808110713958740e-01,6.247482299804687500e-01,-9.136512279510498047e-01,9.216549396514892578e-01,6.399381756782531738e-01,-6.290076971054077148e-01
3.710551932454109192e-02,-1.111358523368835449e+00,-1.778739839792251587e-01,4.170446991920471191e-01,1.198579311370849609e+00,8.353219628334045410e-01,-9.600143432617187500e-01,-5.898160338401794434e-01
-2.711730897426605225e-01,5.529889091849327087e-02,-2.807583808898925781e-01,-7.023884654045104980e-01,1.511331200599670410e+00,-5.902459025382995605e-01,4.449969232082366943e-01,9.270687401294708252e-02
1.999975442886352539e-01,3.172791004180908203e-01,-3.172667697072029114e-02,-4.313557446002960205e-01,-8.390227556228637695e-01,-7.443799972534179688e-01,8.238755464553833008e-01,4.078381657600402832e-01
1.931483596563339233e-01,6.648862361907958984e-02,3.130652606487274170e-01,9.268522262573242188e-01,-1.214089632034301758e+00,1.243641078472137451e-01,-5.318925976753234863e-01,-7.275432944297790527e-01
-1.479745656251907349e-01,-2.820888161659240723e-01,5.732656717300415039e-01,-5.355422496795654297e-01,5.731971263885498047e-01,6.333017349243164062e-01,-4.492932856082916260e-01,-9.583627581596374512e-01
-8.067440241575241089e-03,-2.675031721591949463e-01,-5.591135025024414062e-01,-3.662397265434265137e-01,6.972529292106628418e-01,-1.822202652692794800e-01,-2.845068573951721191e-01,5.951624512672424316e-01
5.110365748405456543e-01,7.471597790718078613e-01,6.248229742050170898e-01,-1.517299115657806396e-01,-3.294950127601623535e-01,-1.039530158042907715e+00,1.687920838594436646e-01,8.993550539016723633e-01
-6.376552581787109375e-01,1.010995745658874512e+00,-3.037384450435638428e-01,6.594302654266357422e-01,-8.873739242553710938e-01,6.320077776908874512e-01,-4.703634083271026611e-01,-6.281905174255371094e-01
2.228418141603469849e-01,-1.120706558227539062e+00,-4.740610718727111816e-01,-5.733198523521423340e-01,3.446615338325500488e-01,1.347580790519714355e+00,-3.400495350360870361e-01,1.586266756057739258e-01
6.953089833259582520e-01,-5.468908548355102539e-01,-1.900576949119567871e-01,9.524586610496044159e-03,7.992787957191467285e-01,-9.875168800354003906e-01,5.704656839370727539e-01,9.909927845001220703e-02
